doc_id,token,token_order,lemma,ent_type,tag,dep,pos,is_stop,is_alpha,is_digit,is_punct
1,all,23,all,,DT,det,DET,True,True,False,False
1,-,24,-,,HYPH,punct,PUNCT,False,False,False,True
1,time,25,time,,NN,compound,NOUN,False,True,False,False
1,intraday,26,intraday,,NN,dobj,NOUN,False,True,False,False
1,high,27,high,,RB,amod,ADV,False,True,False,False
1,of,28,of,,IN,prep,ADP,True,True,False,False
1,"17,120.34",29,"17,120.34",CARDINAL,CD,nummod,NUM,False,False,False,False
1,points,30,point,,NNS,pobj,NOUN,False,True,False,False
1,in,31,in,,IN,prep,ADP,True,True,False,False
1,earlier,32,early,,JJR,amod,ADJ,False,True,False,False
1,session,33,session,,NN,pobj,NOUN,False,True,False,False
1,.,34,.,,.,punct,PUNCT,False,False,False,True
2, ,0, ,,_SP,dep,SPACE,False,False,False,False
2,The,1,the,,DT,nsubj,PRON,True,True,False,False
2,S&amp;P,2,S&amp;P,,NNP,nsubj,PROPN,False,False,False,False
2,500,3,500,,CD,nummod,NUM,False,False,True,False
2,went,4,go,,VBD,ROOT,VERB,False,True,False,False
2,down,5,down,,RB,advmod,ADV,True,True,False,False
2,3.82,6,3.82,CARDINAL,CD,nummod,NUM,False,False,False,False
2,points,7,point,,NNS,npadvmod,NOUN,False,True,False,False
2,",",8,",",,",",punct,PUNCT,False,False,False,True
2,or,9,or,,CC,cc,CCONJ,True,True,False,False
2,0.19,10,0.19,PERCENT,CD,nummod,NUM,False,False,False,False
2,percent,11,percent,PERCENT,NN,conj,NOUN,False,True,False,False
2,",",12,",",,",",punct,PUNCT,False,False,False,True
2,to,13,to,,IN,prep,ADP,True,True,False,False
2,"1,973.28",14,"1,973.28",CARDINAL,CD,pobj,NUM,False,False,False,False
2,.,15,.,,.,punct,PUNCT,False,False,False,True
3,The,0,the,,DT,det,DET,True,True,False,False
3,Nasdaq,1,Nasdaq,,NNP,compound,PROPN,False,True,False,False
3,Composite,2,Composite,,NNP,compound,PROPN,False,True,False,False
3,Index,3,Index,,NNP,nsubj,PROPN,False,True,False,False
3,fell,4,fall,,VBD,ROOT,VERB,False,True,False,False
3,24.03,5,24.03,CARDINAL,CD,nummod,NUM,False,False,False,False
3,points,6,point,,NNS,npadvmod,NOUN,False,True,False,False
3,",",7,",",,",",punct,PUNCT,False,False,False,True
3,or,8,or,,CC,cc,CCONJ,True,True,False,False
3,0.54,9,0.54,PERCENT,CD,nummod,NUM,False,False,False,False
3,percent,10,percent,PERCENT,NN,conj,NOUN,False,True,False,False
3,",",11,",",,",",punct,PUNCT,False,False,False,True
3,to,12,to,,IN,prep,ADP,True,True,False,False
3,"4,416.39",13,"4,416.39",CARDINAL,CD,pobj,NUM,False,False,False,False
3,.,14,.,,.,punct,PUNCT,False,False,False,True
4, ,0, ,,_SP,dep,SPACE,False,False,False,False
4,The,1,the,,DT,det,DET,True,True,False,False
4,market,2,market,,NN,nsubj,NOUN,False,True,False,False
4,staged,3,stage,,VBD,ROOT,VERB,False,True,False,False
4,a,4,a,,DT,det,DET,True,True,False,False
4,volatile,5,volatile,,JJ,amod,ADJ,False,True,False,False
4,session,6,session,,NN,dobj,NOUN,False,True,False,False
4,as,7,as,,IN,mark,SCONJ,True,True,False,False
4,investors,8,investor,,NNS,nsubj,NOUN,False,True,False,False
4,were,9,be,,VBD,aux,AUX,True,True,False,False
4,trying,10,try,,VBG,advcl,VERB,False,True,False,False
4,to,11,to,,TO,aux,PART,True,True,False,False
4,digest,12,digest,,VB,xcomp,VERB,False,True,False,False
4,mixed,13,mixed,,JJ,amod,ADJ,False,True,False,False
4,comments,14,comment,,NNS,dobj,NOUN,False,True,False,False
4,by,15,by,,IN,prep,ADP,True,True,False,False
4,the,16,the,,DT,det,DET,True,True,False,False
4,Fed,17,Fed,ORG,NNP,compound,PROPN,False,True,False,False
4,chief,18,chief,,NN,pobj,NOUN,False,True,False,False
4,who,19,who,,WP,nsubj,PRON,True,True,False,False
4,expressed,20,express,,VBD,relcl,VERB,False,True,False,False
4,concerns,21,concern,,NNS,dobj,NOUN,False,True,False,False
4,about,22,about,,IN,prep,ADP,True,True,False,False
4,equity,23,equity,,NN,compound,NOUN,False,True,False,False
4,valuation,24,valuation,,NN,pobj,NOUN,False,True,False,False
4,in,25,in,,IN,prep,ADP,True,True,False,False
4,some,26,some,,DT,det,DET,True,True,False,False
4,sectors,27,sector,,NNS,pobj,NOUN,False,True,False,False
4,",",28,",",,",",punct,PUNCT,False,False,False,True
4,while,29,while,,IN,mark,SCONJ,True,True,False,False
4,also,30,also,,RB,advmod,ADV,True,True,False,False
4,signaling,31,signal,,VBG,advcl,VERB,False,True,False,False
4,that,32,that,,IN,mark,SCONJ,True,True,False,False
4,the,33,the,,DT,det,DET,True,True,False,False
4,U.S.,34,U.S.,GPE,NNP,nmod,PROPN,False,False,False,False
4,central,35,central,,JJ,amod,ADJ,False,True,False,False
4,bank,36,bank,,NN,nsubj,NOUN,False,True,False,False
4,would,37,would,,MD,aux,AUX,True,True,False,False
4,not,38,not,,RB,neg,PART,True,True,False,False
4,be,39,be,,VB,ccomp,AUX,True,True,False,False
4,in,40,in,,IN,prep,ADP,True,True,False,False
4,a,41,a,,DT,det,DET,True,True,False,False
4,hurry,42,hurry,,NN,pobj,NOUN,False,True,False,False
4,to,43,to,,TO,aux,PART,True,True,False,False
4,hike,44,hike,,VB,acl,VERB,False,True,False,False
4,interest,45,interest,,NN,compound,NOUN,False,True,False,False
4,rates,46,rate,,NNS,dobj,NOUN,False,True,False,False
4,in,47,in,,IN,prep,ADP,True,True,False,False
4,her,48,her,,PRP$,poss,PRON,True,True,False,False
4,testimony,49,testimony,,NN,pobj,NOUN,False,True,False,False
4,to,50,to,,IN,prep,ADP,True,True,False,False
4,the,51,the,ORG,DT,det,DET,True,True,False,False
4,Senate,52,Senate,ORG,NNP,compound,PROPN,False,True,False,False
4,Banking,53,Banking,ORG,NNP,compound,PROPN,False,True,False,False
4,Committee,54,Committee,ORG,NNP,pobj,PROPN,False,True,False,False
4,.,55,.,,.,punct,PUNCT,False,False,False,True
5, ,0, ,,_SP,dep,SPACE,False,False,False,False
5,She,1,she,,PRP,nsubj,PRON,True,True,False,False
5,emphasized,2,emphasize,,VBD,ROOT,VERB,False,True,False,False
5,that,3,that,,IN,mark,SCONJ,True,True,False,False
5,the,4,the,,DT,det,DET,True,True,False,False
5,U.S.,5,U.S.,GPE,NNP,compound,PROPN,False,False,False,False
5,economy,6,economy,,NN,nsubj,NOUN,False,True,False,False
5,needs,7,need,,VBZ,ccomp,VERB,False,True,False,False
5,to,8,to,,TO,aux,PART,True,True,False,False
5,be,9,be,,VB,xcomp,AUX,True,True,False,False
5,on,10,on,,IN,prep,ADP,True,True,False,False
5,solid,11,solid,,JJ,amod,ADJ,False,True,False,False
5,trajectory,12,trajectory,,NN,pobj,NOUN,False,True,False,False
5,before,13,before,,IN,mark,SCONJ,True,True,False,False
5,the,14,the,,DT,det,DET,True,True,False,False
5,Fed,15,Fed,ORG,NNP,nsubj,PROPN,False,True,False,False
5,raises,16,raise,,VBZ,advcl,VERB,False,True,False,False
5,rates,17,rate,,NNS,dobj,NOUN,False,True,False,False
5,.,18,.,,.,punct,PUNCT,False,False,False,True
6, ,0, ,,_SP,dep,SPACE,False,False,False,False
6,A,1,a,,DT,det,DET,True,True,False,False
6,Fed,2,Fed,ORG,NNP,compound,PROPN,False,True,False,False
6,report,3,report,,NN,nsubj,NOUN,False,True,False,False
6,accompanying,4,accompany,,VBG,acl,VERB,False,True,False,False
6,Yellen,5,Yellen,ORG,NNP,poss,PROPN,False,True,False,False
6,'s,6,'s,,POS,case,PART,True,False,False,False
6,testimony,7,testimony,,NN,dobj,NOUN,False,True,False,False
6,said,8,say,,VBD,ROOT,VERB,False,True,False,False
6,that,9,that,,IN,mark,SCONJ,True,True,False,False
6,"""",10,"""",,``,punct,PUNCT,False,False,False,True
6,valuation,11,valuation,,NN,compound,NOUN,False,True,False,False
6,metrics,12,metric,,NNS,nsubjpass,NOUN,False,True,False,False
6,in,13,in,,IN,prep,ADP,True,True,False,False
6,some,14,some,,DT,det,DET,True,True,False,False
6,sectors,15,sector,,NNS,pobj,NOUN,False,True,False,False
6,appear,16,appear,,VBP,auxpass,AUX,False,True,False,False
6,substantially,17,substantially,,RB,advmod,ADV,False,True,False,False
6,stretched,18,stretch,,VBN,ccomp,VERB,False,True,False,False
6,",",19,",",,",",punct,PUNCT,False,False,False,True
6,particularly,20,particularly,,RB,advmod,ADV,False,True,False,False
6,for,21,for,,IN,prep,ADP,True,True,False,False
6,smaller,22,small,,JJR,amod,ADJ,False,True,False,False
6,firms,23,firm,,NNS,pobj,NOUN,False,True,False,False
6,in,24,in,,IN,prep,ADP,True,True,False,False
6,the,25,the,,DT,det,DET,True,True,False,False
6,social,26,social,,JJ,amod,ADJ,False,True,False,False
6,media,27,medium,,NNS,pobj,NOUN,False,True,False,False
6,&,28,&,,CC,cc,CCONJ,False,False,False,True
6,amp,29,amp,,NNP,conj,PROPN,False,True,False,False
6,;,30,;,,:,punct,PUNCT,False,False,False,True
6,biotech,31,biotech,,NNP,compound,PROPN,False,True,False,False
6,industries,32,industry,,NNS,conj,NOUN,False,True,False,False
6,",",33,",",,",",punct,PUNCT,False,False,False,True
6,despite,34,despite,,IN,prep,SCONJ,False,True,False,False
6,notable,35,notable,,JJ,amod,ADJ,False,True,False,False
6,downturn,36,downturn,,NN,pobj,NOUN,False,True,False,False
6,in,37,in,,IN,prep,ADP,True,True,False,False
6,equity,38,equity,,NN,compound,NOUN,False,True,False,False
6,prices,39,price,,NNS,pobj,NOUN,False,True,False,False
6,for,40,for,,IN,prep,ADP,True,True,False,False
6,such,41,such,,JJ,amod,ADJ,True,True,False,False
6,firms,42,firm,,NNS,pobj,NOUN,False,True,False,False
6,early,43,early,DATE,RB,advmod,ADV,False,True,False,False
6,in,44,in,DATE,IN,prep,ADP,True,True,False,False
6,the,45,the,DATE,DT,det,DET,True,True,False,False
6,year,46,year,DATE,NN,pobj,NOUN,False,True,False,False
6,.,47,.,,.,punct,PUNCT,False,False,False,True
6,"""",48,"""",,'',punct,PUNCT,False,False,False,True
7, ,0, ,,_SP,dep,SPACE,False,False,False,False
7,A,1,a,,DT,det,DET,True,True,False,False
7,pair,2,pair,,NN,nsubj,NOUN,False,True,False,False
7,of,3,of,,IN,prep,ADP,True,True,False,False
7,better,4,well,,JJR,amod,ADJ,False,True,False,False
7,-,5,-,,HYPH,punct,PUNCT,False,False,False,True
7,than,6,than,,IN,prep,ADP,True,True,False,False
7,-,7,-,,HYPH,punct,PUNCT,False,False,False,True
7,expected,8,expect,,VBN,pcomp,VERB,False,True,False,False
7,earnings,9,earning,,NNS,compound,NOUN,False,True,False,False
7,reports,10,report,,NNS,pobj,NOUN,False,True,False,False
7,from,11,from,,IN,prep,ADP,True,True,False,False
7,two,12,two,CARDINAL,CD,nummod,NUM,True,True,False,False
7,bank,13,bank,,NN,compound,NOUN,False,True,False,False
7,giants,14,giant,,NNS,pobj,NOUN,False,True,False,False
7,",",15,",",,",",punct,PUNCT,False,False,False,True
7,also,16,also,,RB,advmod,ADV,True,True,False,False
7,Dow,17,Dow,ORG,NNP,compound,PROPN,False,True,False,False
7,components,18,component,,NNS,nsubj,NOUN,False,True,False,False
7,",",19,",",,",",punct,PUNCT,False,False,False,True
7,boosted,20,boost,,VBD,ROOT,VERB,False,True,False,False
7,market,21,market,,NN,compound,NOUN,False,True,False,False
7,sentiment,22,sentiment,,NN,dobj,NOUN,False,True,False,False
7,to,23,to,,IN,prep,ADP,True,True,False,False
7,some,24,some,,DT,det,DET,True,True,False,False
7,extent,25,extent,,NN,pobj,NOUN,False,True,False,False
7,",",26,",",,",",punct,PUNCT,False,False,False,True
7,which,27,which,,WDT,nsubj,PRON,True,True,False,False
7,helped,28,help,,VBD,relcl,VERB,False,True,False,False
7,the,29,the,,DT,det,DET,True,True,False,False
7,blue,30,blue,,JJ,amod,ADJ,False,True,False,False
7,-,31,-,,HYPH,punct,PUNCT,False,False,False,True
7,chip,32,chip,,NN,compound,NOUN,False,True,False,False
7,index,33,index,,NN,compound,NOUN,False,True,False,False
7,recoup,34,recoup,,NN,dobj,NOUN,False,True,False,False
7,all,35,all,,DT,det,DET,True,True,False,False
7,earlier,36,early,,JJR,amod,ADJ,False,True,False,False
7,losses,37,loss,,NNS,dobj,NOUN,False,True,False,False
7,.,38,.,,.,punct,PUNCT,False,False,False,True
8, ,0, ,,_SP,dep,SPACE,False,False,False,False
8,J.P.,1,J.P.,ORG,NNP,compound,PROPN,False,False,False,False
8,Morgan,2,Morgan,ORG,NNP,compound,PROPN,False,True,False,False
8,Chase,3,Chase,ORG,NNP,nsubj,PROPN,False,True,False,False
8,&,4,&,ORG,CC,cc,CCONJ,False,False,False,True
8,amp,5,amp,ORG,NNP,conj,PROPN,False,True,False,False
8,;,6,;,ORG,:,punct,PUNCT,False,False,False,True
8,Co.,7,Co.,ORG,NNP,nsubj,PROPN,False,False,False,False
8,reported,8,report,,VBD,ROOT,VERB,False,True,False,False
8,a,9,a,,DT,det,DET,True,True,False,False
8,net,10,net,,JJ,amod,ADJ,False,True,False,False
8,income,11,income,,NN,dobj,NOUN,False,True,False,False
8,for,12,for,,IN,prep,ADP,True,True,False,False
8,the,13,the,DATE,DT,det,DET,True,True,False,False
8,second,14,second,DATE,JJ,amod,ADJ,False,True,False,False
8,quarter,15,quarter,DATE,NN,pobj,NOUN,False,True,False,False
8,of,16,of,,IN,prep,ADP,True,True,False,False
8,USD,17,usd,MONEY,NN,quantmod,NOUN,False,True,False,False
8,6.0,18,6.0,MONEY,CD,compound,NUM,False,False,False,False
8,billion,19,billion,MONEY,CD,pobj,NUM,False,True,False,False
8,",",20,",",,",",punct,PUNCT,False,False,False,True
8,or,21,or,,CC,cc,CCONJ,True,True,False,False
8,USD,22,usd,,NN,quantmod,NOUN,False,True,False,False
8,1.46,23,1.46,,CD,conj,NUM,False,False,False,False
8,per,24,per,,IN,prep,ADP,True,True,False,False
8,share,25,share,,NN,pobj,NOUN,False,True,False,False
8,",",26,",",,",",punct,PUNCT,False,False,False,True
8,both,27,both,,DT,advmod,PRON,True,True,False,False
8,lower,28,low,,JJR,ccomp,ADJ,False,True,False,False
8,than,29,than,,IN,prep,ADP,True,True,False,False
8,those,30,those,,DT,pobj,PRON,True,True,False,False
8,of,31,of,,IN,prep,ADP,True,True,False,False
8,the,32,the,,DT,det,DET,True,True,False,False
8,year,33,year,DATE,NN,npadvmod,NOUN,False,True,False,False
8,-,34,-,DATE,HYPH,punct,PUNCT,False,False,False,True
8,ago,35,ago,DATE,JJ,amod,ADJ,False,True,False,False
8,period,36,period,,NN,pobj,NOUN,False,True,False,False
8,",",37,",",,",",punct,PUNCT,False,False,False,True
8,but,38,but,,CC,cc,CCONJ,True,True,False,False
8,they,39,they,,PRP,nsubj,PRON,True,True,False,False
8,still,40,still,,RB,advmod,ADV,True,True,False,False
8,beat,41,beat,,VBD,conj,VERB,False,True,False,False
8,market,42,market,,NN,compound,NOUN,False,True,False,False
8,expectations,43,expectation,,NNS,dobj,NOUN,False,True,False,False
8,.,44,.,,.,punct,PUNCT,False,False,False,True
9, ,0, ,,_SP,dep,SPACE,False,False,False,False
9,Goldman,1,Goldman,ORG,NNP,compound,PROPN,False,True,False,False
9,Sachs,2,Sachs,ORG,NNP,nsubj,PROPN,False,True,False,False
9,on,3,on,,IN,prep,ADP,True,True,False,False
9,Tuesday,4,Tuesday,TIME,NNP,compound,PROPN,False,True,False,False
9,morning,5,morning,TIME,NN,pobj,NOUN,False,True,False,False
9,reported,6,report,,VBD,ROOT,VERB,False,True,False,False
9,net,7,net,,JJ,amod,ADJ,False,True,False,False
9,revenues,8,revenue,,NNS,dobj,NOUN,False,True,False,False
9,of,9,of,,IN,prep,ADP,True,True,False,False
9,USD,10,usd,MONEY,NN,quantmod,NOUN,False,True,False,False
9,9.13,11,9.13,MONEY,CD,compound,NUM,False,False,False,False
9,billion,12,billion,MONEY,CD,pobj,NUM,False,True,False,False
9,and,13,and,,CC,cc,CCONJ,True,True,False,False
9,net,14,net,,JJ,amod,ADJ,False,True,False,False
9,earnings,15,earning,,NNS,conj,NOUN,False,True,False,False
9,of,16,of,,IN,prep,ADP,True,True,False,False
9,USD,17,usd,MONEY,NN,quantmod,NOUN,False,True,False,False
9,2.04,18,2.04,MONEY,CD,compound,NUM,False,False,False,False
9,billion,19,billion,MONEY,CD,pobj,NUM,False,True,False,False
9,",",20,",",,",",punct,PUNCT,False,False,False,True
9,or,21,or,,CC,cc,CCONJ,True,True,False,False
9,USD,22,usd,,NN,quantmod,NOUN,False,True,False,False
9,4.10,23,4.10,,CD,conj,NUM,False,False,False,False
9,per,24,per,,IN,prep,ADP,True,True,False,False
9,diluted,25,diluted,,JJ,amod,ADJ,False,True,False,False
9,common,26,common,,JJ,amod,ADJ,False,True,False,False
9,share,27,share,,NN,pobj,NOUN,False,True,False,False
9,",",28,",",,",",punct,PUNCT,False,False,False,True
9,for,29,for,,IN,prep,ADP,True,True,False,False
9,the,30,the,DATE,DT,det,DET,True,True,False,False
9,second,31,second,DATE,JJ,amod,ADJ,False,True,False,False
9,quarter,32,quarter,DATE,NN,pobj,NOUN,False,True,False,False
9,.,33,.,,.,punct,PUNCT,False,False,False,True
10,The,0,the,,DT,det,DET,True,True,False,False
10,results,1,result,,NNS,nsubj,NOUN,False,True,False,False
10,also,2,also,,RB,advmod,ADV,True,True,False,False
10,topped,3,top,,VBD,ROOT,VERB,False,True,False,False
10,analysts,4,analyst,,NNS,poss,NOUN,False,True,False,False
10,',5,',,POS,case,PART,False,False,False,True
10,forecast,6,forecast,,NN,dobj,NOUN,False,True,False,False
10,.,7,.,,.,punct,PUNCT,False,False,False,True
11, ,0, ,,_SP,dep,SPACE,False,False,False,False
11,On,1,on,,IN,prep,ADP,True,True,False,False
11,the,2,the,,DT,det,DET,True,True,False,False
11,economic,3,economic,,JJ,amod,ADJ,False,True,False,False
11,front,4,front,,NN,pobj,NOUN,True,True,False,False
11,",",5,",",,",",punct,PUNCT,False,False,False,True
11,manufacturing,6,manufacturing,,NN,compound,NOUN,False,True,False,False
11,activity,7,activity,,NN,nsubj,NOUN,False,True,False,False
11,in,8,in,,IN,prep,ADP,True,True,False,False
11,the,9,the,,DT,det,DET,True,True,False,False
11,New,10,New,GPE,NNP,compound,PROPN,False,True,False,False
11,York,11,York,GPE,NNP,compound,PROPN,False,True,False,False
11,region,12,region,,NN,pobj,NOUN,False,True,False,False
11,improved,13,improve,,VBD,ROOT,VERB,False,True,False,False
11,significantly,14,significantly,,RB,advmod,ADV,False,True,False,False
11,for,15,for,,IN,prep,ADP,True,True,False,False
11,a,16,a,DATE,DT,det,DET,True,True,False,False
11,third,17,third,DATE,JJ,amod,ADJ,True,True,False,False
11,consecutive,18,consecutive,DATE,JJ,amod,ADJ,False,True,False,False
11,month,19,month,DATE,NN,pobj,NOUN,False,True,False,False
11,in,20,in,,IN,prep,ADP,True,True,False,False
11,July,21,July,DATE,NNP,pobj,PROPN,False,True,False,False
11,",",22,",",,",",punct,PUNCT,False,False,False,True
11,with,23,with,,IN,prep,ADP,True,True,False,False
11,the,24,the,,DT,det,DET,True,True,False,False
11,Empire,25,Empire,GPE,NNP,compound,PROPN,False,True,False,False
11,State,26,State,GPE,NNP,compound,PROPN,False,True,False,False
11,manufacturing,27,manufacturing,,NN,compound,NOUN,False,True,False,False
11,index,28,index,,NN,nsubj,NOUN,False,True,False,False
11,rising,29,rise,,VBG,pcomp,VERB,False,True,False,False
11,to,30,to,,IN,prep,ADP,True,True,False,False
11,25.6,31,25.6,CARDINAL,CD,pobj,NUM,False,False,False,False
11,",",32,",",,",",punct,PUNCT,False,False,False,True
11,the,33,the,,DT,det,DET,True,True,False,False
11,highest,34,high,,JJS,appos,ADJ,False,True,False,False
11,in,35,in,,IN,prep,ADP,True,True,False,False
11,more,36,more,DATE,JJR,amod,ADJ,True,True,False,False
11,than,37,than,DATE,IN,quantmod,ADP,True,True,False,False
11,four,38,four,DATE,CD,nummod,NUM,True,True,False,False
11,years,39,year,DATE,NNS,pobj,NOUN,False,True,False,False
11,.,40,.,,.,punct,PUNCT,False,False,False,True
12, ,0, ,,_SP,dep,SPACE,False,False,False,False
12,Moreover,1,moreover,,RB,advmod,ADV,True,True,False,False
12,",",2,",",,",",punct,PUNCT,False,False,False,True
12,U.S.,3,U.S.,GPE,NNP,nmod,PROPN,False,False,False,False
12,retail,4,retail,,JJ,amod,ADJ,False,True,False,False
12,and,5,and,,CC,cc,CCONJ,True,True,False,False
12,food,6,food,,NN,conj,NOUN,False,True,False,False
12,services,7,service,,NNS,compound,NOUN,False,True,False,False
12,sales,8,sale,,NNS,nsubj,NOUN,False,True,False,False
12,rose,9,rise,,VBD,ccomp,VERB,False,True,False,False
12,0.2,10,0.2,PERCENT,CD,nummod,NUM,False,False,False,False
12,percent,11,percent,PERCENT,NN,npadvmod,NOUN,False,True,False,False
12,in,12,in,,IN,prep,ADP,True,True,False,False
12,June,13,June,DATE,NNP,pobj,PROPN,False,True,False,False
12,on,14,on,,IN,prep,ADP,True,True,False,False
12,a,15,a,,DT,det,DET,True,True,False,False
12,seasonally,16,seasonally,,RB,advmod,ADV,False,True,False,False
12,adjusted,17,adjust,,VBN,amod,VERB,False,True,False,False
12,basis,18,basis,,NN,pobj,NOUN,False,True,False,False
12,",",19,",",,",",punct,PUNCT,False,False,False,True
12,said,20,say,,VBD,ROOT,VERB,False,True,False,False
12,the,21,the,ORG,DT,det,DET,True,True,False,False
12,U.S.,22,U.S.,ORG,NNP,compound,PROPN,False,False,False,False
12,Commerce,23,Commerce,ORG,NNP,compound,PROPN,False,True,False,False
12,Department,24,Department,ORG,NNP,nsubj,PROPN,False,True,False,False
12,.,25,.,,.,punct,PUNCT,False,False,False,True
13, ,0, ,,_SP,dep,SPACE,False,False,False,False
13,U.S.,1,U.S.,GPE,NNP,compound,PROPN,False,False,False,False
13,business,2,business,,NN,compound,NOUN,False,True,False,False
13,inventories,3,inventory,,NNS,nsubj,NOUN,False,True,False,False
13,",",4,",",,",",punct,PUNCT,False,False,False,True
13,a,5,a,,DT,det,DET,True,True,False,False
13,key,6,key,,JJ,amod,ADJ,False,True,False,False
13,component,7,component,,NN,appos,NOUN,False,True,False,False
13,of,8,of,,IN,prep,ADP,True,True,False,False
13,gross,9,gross,,JJ,amod,ADJ,False,True,False,False
13,domestic,10,domestic,,JJ,amod,ADJ,False,True,False,False
13,product,11,product,,NN,compound,NOUN,False,True,False,False
13,changes,12,change,,NNS,pobj,NOUN,False,True,False,False
13,",",13,",",,",",punct,PUNCT,False,False,False,True
13,rose,14,rise,,VBD,ccomp,VERB,False,True,False,False
13,0.5,15,0.5,PERCENT,CD,nummod,NUM,False,False,False,False
13,percent,16,percent,PERCENT,NN,npadvmod,NOUN,False,True,False,False
13,in,17,in,,IN,prep,ADP,True,True,False,False
13,May,18,May,DATE,NNP,pobj,PROPN,True,True,False,False
13,",",19,",",,",",punct,PUNCT,False,False,False,True
13,the,20,the,,DT,det,DET,True,True,False,False
13,department,21,department,,NN,nsubj,NOUN,False,True,False,False
13,said,22,say,,VBD,ROOT,VERB,False,True,False,False
13,in,23,in,,IN,prep,ADP,True,True,False,False
13,a,24,a,,DT,det,DET,True,True,False,False
13,separate,25,separate,,JJ,amod,ADJ,False,True,False,False
13,report,26,report,,NN,pobj,NOUN,False,True,False,False
13,.,27,.,,.,punct,PUNCT,False,False,False,True
14,The,0,the,,DT,det,DET,True,True,False,False
14,reading,1,reading,,NN,nsubj,NOUN,False,True,False,False
14,was,2,be,,VBD,ROOT,AUX,True,True,False,False
14,slightly,3,slightly,,RB,advmod,ADV,False,True,False,False
14,below,4,below,,IN,prep,ADP,True,True,False,False
14,market,5,market,,NN,compound,NOUN,False,True,False,False
14,consensus,6,consensus,,NN,pobj,NOUN,False,True,False,False
14,",",7,",",,",",punct,PUNCT,False,False,False,True
14,but,8,but,,CC,cc,CCONJ,True,True,False,False
14,it,9,it,,PRP,nsubj,PRON,True,True,False,False
14,still,10,still,,RB,advmod,ADV,True,True,False,False
